DATASET_COLORSTRIP,,
SEPARATOR COMMA,,
DATASET_LABEL, fastlvl2,
G1507,#a6cee3,13
G1733,#a6cee3,13
G1736,#a6cee3,13
G1757,#a6cee3,13
G1791,#a6cee3,13
G1803,#a6cee3,13
G2238,#a6cee3,13
G2541,#a6cee3,13
G2650,#a6cee3,13
G2830,#a6cee3,13
G2911,#a6cee3,13
G440,#a6cee3,13
G551m,#a6cee3,13
G577,#a6cee3,13
G1009,#1f78b4,14
G1018,#1f78b4,14
G127,#1f78b4,14
G1365,#1f78b4,14
G1517,#1f78b4,14
G1525,#1f78b4,14
G1631,#1f78b4,14
G1635,#1f78b4,14
G1753,#1f78b4,14
G1924,#1f78b4,14
G1932,#1f78b4,14
G1944,#1f78b4,14
G1962,#1f78b4,14
G200,#1f78b4,14
G2066,#1f78b4,14
G2156,#1f78b4,14
G2169,#1f78b4,14
G2172,#1f78b4,14
G2178m,#1f78b4,14
G2182,#1f78b4,14
G2284,#1f78b4,14
G229,#1f78b4,14
G2328,#1f78b4,14
G2332,#1f78b4,14
G24,#1f78b4,14
G261,#1f78b4,14
G2626,#1f78b4,14
G268,#1f78b4,14
G393m,#1f78b4,14
G482m,#1f78b4,14
G564m,#1f78b4,14
G583m,#1f78b4,14
G661m,#1f78b4,14
G85,#1f78b4,14
G995,#1f78b4,14
G1093m,#b2df8a,15
G1304,#b2df8a,15
G1305,#b2df8a,15
G1309,#b2df8a,15
G1310,#b2df8a,15
G1521,#b2df8a,15
G1532,#b2df8a,15
G1573,#b2df8a,15
G1579,#b2df8a,15
G1634,#b2df8a,15
G1637,#b2df8a,15
G1675,#b2df8a,15
G1817,#b2df8a,15
G1861,#b2df8a,15
G1892,#b2df8a,15
G1906,#b2df8a,15
G1912,#b2df8a,15
G1966,#b2df8a,15
G2091,#b2df8a,15
G2103,#b2df8a,15
G2163m,#b2df8a,15
G227,#b2df8a,15
G2497,#b2df8a,15
G2501,#b2df8a,15
G257,#b2df8a,15
G2645,#b2df8a,15
G2791,#b2df8a,15
G581m,#b2df8a,15
G770m,#b2df8a,15
G891,#b2df8a,15
G1043,#33a02c,16
G1273,#33a02c,16
G1492,#33a02c,16
G1494,#33a02c,16
G1495,#33a02c,16
G1500FE27,#33a02c,16
G1621,#33a02c,16
G1660,#33a02c,16
G1705,#33a02c,16
G1822,#33a02c,16
G1837,#33a02c,16
G1898,#33a02c,16
G1943,#33a02c,16
G2128,#33a02c,16
G2230,#33a02c,16
G2231,#33a02c,16
G2450,#33a02c,16
G2452,#33a02c,16
G2463,#33a02c,16
G253,#33a02c,16
G2875,#33a02c,16
G3073,#33a02c,16
G630m,#33a02c,16
G810m,#33a02c,16
G818m,#33a02c,16
G851m,#33a02c,16
G871m,#33a02c,16
