DATASET_COLORSTRIP,,
SEPARATOR COMMA,,
DATASET_LABEL, fastlvl4,
G2332,#fb9a99,137
G1924,#e31a1c,138
G564m,#e31a1c,138
G1018,#fdbf6f,139
G1631,#fdbf6f,139
G1962,#fdbf6f,139
G2169,#fdbf6f,139
G2172,#fdbf6f,139
G229,#fdbf6f,139
G24,#fdbf6f,139
G261,#fdbf6f,139
G482m,#fdbf6f,139
G583m,#fdbf6f,139
G200,#ff7f00,140
G268,#ff7f00,140
G393m,#ff7f00,140
G1009,#cab2d6,141
G1753,#cab2d6,141
G1932,#cab2d6,141
G1944,#cab2d6,141
G2178m,#cab2d6,141
G2626,#cab2d6,141
G661m,#cab2d6,141
G85,#cab2d6,141
G995,#cab2d6,141
G1093m,#6a3d9a,142
G581m,#6a3d9a,142
G1532,#ffff99,143
G1817,#ffff99,143
G1912,#ffff99,143
G2497,#ffff99,143
G891,#ffff99,143
G1637,#b15928,144
G1675,#b15928,144
G1861,#b15928,144
G2103,#b15928,144
G1892,#a6cee3,145
G257,#a6cee3,145
G1304,#1f78b4,146
G1305,#1f78b4,146
G2091,#1f78b4,146
G1309,#b2df8a,147
G1310,#b2df8a,147
G1634,#b2df8a,147
G1521,#33a02c,148
G1906,#33a02c,148
G2163m,#33a02c,148
G227,#33a02c,148
G1573,#fb9a99,149
G1579,#fb9a99,149
G2501,#fb9a99,149
G2645,#fb9a99,149
G1966,#e31a1c,150
G2791,#e31a1c,150
G770m,#e31a1c,150
G1043,#fdbf6f,151
G2231,#fdbf6f,151
G253,#fdbf6f,151
G3073,#fdbf6f,151
G1273,#ff7f00,152
G1494,#ff7f00,152
G1495,#ff7f00,152
G1621,#ff7f00,152
G2230,#ff7f00,152
G871m,#ff7f00,152
G2452,#cab2d6,153
G1822,#6a3d9a,154
G1837,#6a3d9a,154
G1898,#6a3d9a,154
G2128,#ffff99,155
G630m,#ffff99,155
G810m,#ffff99,155
G818m,#ffff99,155
G1492,#b15928,156
G1705,#b15928,156
G1943,#b15928,156
G2463,#b15928,156
G851m,#b15928,156
G1500FE27,#a6cee3,157
G1660,#a6cee3,157
G2450,#a6cee3,157
G2875,#a6cee3,157
